No,Inglés ,Español ,Genero,Inventores,No. De inventore/Patente,Mujeres/Patente,Hombres/Patente,Register IMPI,Fecha de presentación ,TAE (Año),Estatus ,No. Inventores/Proyecto ,No. Hombres/Proyecto,No. Mujeres/Proyecto ,Número de ideas / Proyecto ,Aportación complementaria a sueldos y salarios / Proyecto,Servicios Externos y comerciales ,Servicios del IMPI,Monto total aprobado / Proyecto,N. de cesiones 
127.00,Photo Capturing System (PCS),Sistema de Foto Captura (SFC),H,Marco Antonio Vega Diaz,3.00,0.00,3.00,MX/a/2019/015750,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
128.00,Native Car Maintenance Manager Application ,Sistema Basado en una Aplicación Para la Gestión Nativa de Matenimiento de Autos ,H,Luis Humberto Flores González ,3.00,0.00,3.00,MX/a/2019/015749,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
128.00,Native Car Maintenance Manager Application ,Sistema Basado en una Aplicación Para la Gestión Nativa de Matenimiento de Autos ,H,Luis Alberto Lopez Urias ,3.00,0.00,3.00,MX/a/2019/015749,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
128.00,Native Car Maintenance Manager Application ,Sistema Basado en una Aplicación Para la Gestión Nativa de Matenimiento de Autos ,H,Miguel Angel Paredes Magaña ,3.00,0.00,3.00,MX/a/2019/015749,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
129.00,Automotive Navigation with Augmented Reality Using Screen Type Windshield,Sistema de Navegación para Automoviles con Realidad Aumentada UtilizandoPArabrisas Tipo Pantalla ,H,Miguel Angel Duran García ,4.00,0.00,4.00,MX/a/2019/015719,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
129.00,Automotive Navigation with Augmented Reality Using Screen Type Windshield,Sistema de Navegación para Automoviles con Realidad Aumentada UtilizandoPArabrisas Tipo Pantalla ,H,Aduardo Javier Malfavaun Gonzalez ,4.00,0.00,4.00,MX/a/2019/015719,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
129.00,Automotive Navigation with Augmented Reality Using Screen Type Windshield,Sistema de Navegación para Automoviles con Realidad Aumentada UtilizandoPArabrisas Tipo Pantalla ,H,Ricardo Melendez Paz ,4.00,0.00,4.00,MX/a/2019/015719,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
129.00,Automotive Navigation with Augmented Reality Using Screen Type Windshield,Sistema de Navegación para Automoviles con Realidad Aumentada UtilizandoPArabrisas Tipo Pantalla ,H,Juan Antonio Villareal Castañeda ,4.00,0.00,4.00,MX/a/2019/015719,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
130.00,Brake Light Indicator - Car Status Control,Sistema indicador de Luz de Freno-Control de Estatus del Carro,H,Wilson Alegra ,3.00,0.00,3.00,MX/a/2019/015746,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
130.00,Brake Light Indicator - Car Status Control,Sistema indicador de Luz de Freno-Control de Estatus del Carro,H,Diego de Jesús Perez Luna ,3.00,0.00,3.00,MX/a/2019/015746,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
130.00,Brake Light Indicator - Car Status Control,Sistema indicador de Luz de Freno-Control de Estatus del Carro,H,Frederico Vermejo ,3.00,0.00,3.00,MX/a/2019/015746,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
131.00,Radio Data System -Searching Method and Playlist System ,Sistema de Radiofusión de Datos - Metodo de Busqueda y Sistema de Lista de Reproducción ,H,Wilson Alegra ,3.00,0.00,3.00,MX/a/2019/015718,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
131.00,Radio Data System -Searching Method and Playlist System ,Sistema de Radiofusión de Datos - Metodo de Busqueda y Sistema de Lista de Reproducción ,H,Diego de Jesús Perez Luna ,3.00,0.00,3.00,MX/a/2019/015718,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
131.00,Radio Data System -Searching Method and Playlist System ,Sistema de Radiofusión de Datos - Metodo de Busqueda y Sistema de Lista de Reproducción ,H,Frederico Vermejo ,3.00,0.00,3.00,MX/a/2019/015718,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
132.00,Blue Light Attenuation Mechanism to Reduce Photostress On Drivers,Mecanismo de Atenuación de la Luz Azul para Reducir Foto Estrés en Conductores ,H,Hugo Alejandro Aguirre Parra ,4.00,0.00,4.00,MX/a/2019/015737,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
132.00,Blue Light Attenuation Mechanism to Reduce Photostress On Drivers,Mecanismo de Atenuación de la Luz Azul para Reducir Foto Estrés en Conductores ,H,Oscar Francisco Miranda Garcia ,4.00,0.00,4.00,MX/a/2019/015737,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
132.00,Blue Light Attenuation Mechanism to Reduce Photostress On Drivers,Mecanismo de Atenuación de la Luz Azul para Reducir Foto Estrés en Conductores ,H,Erick Noriega Padilla ,4.00,0.00,4.00,MX/a/2019/015737,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
132.00,Blue Light Attenuation Mechanism to Reduce Photostress On Drivers,Mecanismo de Atenuación de la Luz Azul para Reducir Foto Estrés en Conductores ,H,Javier Ivan Robles Valdivia ,4.00,0.00,4.00,MX/a/2019/015737,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
133.00,Automated Roadwork Correction,Correción de Carpeta Asfaltica Automatizada ,H,José Juan Hernández Morales ,3.00,0.00,3.00,MX/a/2019/015739,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
133.00,Automated Roadwork Correction,Correción de Carpeta Asfaltica Automatizada ,H,Martín Hermann Karg Bulnes ,3.00,0.00,3.00,MX/a/2019/015739,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
133.00,Automated Roadwork Correction,Correción de Carpeta Asfaltica Automatizada ,H,Roman Pérez García ,3.00,0.00,3.00,MX/a/2019/015739,19/12/2019,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
134.00,Lot System to Check Essential Fluids in Your Car Connected with V2X,Sistema IOT Para Verificar Fluidos Esenciales en un Automovil conectado con V2X,H,David Isaias Montufar Aguilar ,2.00,1.00,1.00,MX/a/2020/000852,22/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
134.00,Lot System to Check Essential Fluids in Your Car Connected with V2X,Sistema IOT Para Verificar Fluidos Esenciales en un Automovil conectado con V2X,M,Daniela Santacruz Muro ,2.00,1.00,1.00,MX/a/2020/000852,22/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
135.00,Pedestrian Emergency Support,Asistencia de Emergencia para Peatones ,H,Francisco Alejandro Fuentes Perez ,2.00,1.00,1.00,MX/a/2020/000912,23/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
135.00,Pedestrian Emergency Support,Asistencia de Emergencia para Peatones ,M,Berenice Sanvicente Herrera,2.00,1.00,1.00,MX/a/2020/000912,23/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
136.00,Automobile Thief Identification Through Social Media Recognition ,Identificación de Ladrones de Automovil a Través de Reconocimiento por Redes Sociales ,H,Mariano Raul Gonzalez Tokman ,3.00,0.00,3.00,MX/a/2020/000913,23/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
136.00,Automobile Thief Identification Through Social Media Recognition ,Identificación de Ladrones de Automovil a Través de Reconocimiento por Redes Sociales ,H,Luis Esteban Reynaga Lara ,3.00,0.00,3.00,MX/a/2020/000913,23/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
136.00,Automobile Thief Identification Through Social Media Recognition ,Identificación de Ladrones de Automovil a Través de Reconocimiento por Redes Sociales ,H,José Armando Valdivia Nuño ,3.00,0.00,3.00,MX/a/2020/000913,23/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
137.00,In-Vehicle Security System ,Sistema de Seguridad a Bordo del Vehiculo ,H,Alberto León Sánchez ,1.00,0.00,1.00,Mx/a/2020/001239,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
138.00,Smart Anti-Thief Alert System,Sistema Inteligente de Alerta antirrobo ,H,Gachuz Ruvalcaba Carlos Rafael,3.00,2.00,1.00,Mx/a/2020/001239,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
138.00,Smart Anti-Thief Alert System,Sistema Inteligente de Alerta antirrobo ,M,Lopez Sayeg Ivonne Faride ,3.00,2.00,1.00,Mx/a/2020/001239,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
138.00,Smart Anti-Thief Alert System,Sistema Inteligente de Alerta antirrobo ,M,Vidrio Pérez Lourdes,3.00,2.00,1.00,Mx/a/2020/001239,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
139.00,Parking System Feature for Infotainment Units ,Sistema de Localización de Cajones de Estacionamiento Para Unidades de Infoentretenimiento,H,Jorge Luis Cuevas Munguia ,3.00,0.00,3.00,MX/a/2020/001240,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
139.00,Parking System Feature for Infotainment Units ,Sistema de Localización de Cajones de Estacionamiento Para Unidades de Infoentretenimiento,H,Francisco Roberto Roman Hernandez ,3.00,0.00,3.00,MX/a/2020/001240,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
139.00,Parking System Feature for Infotainment Units ,Sistema de Localización de Cajones de Estacionamiento Para Unidades de Infoentretenimiento,H,Arnold Sanchez Sanchez ,3.00,0.00,3.00,MX/a/2020/001240,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
140.00,Auto-Detect Parking Lot Color and Led Reminder in Car Key ,Detección Automatica de Color de Estacionamiento y Recordatorio con LED en Llave de Automovil ,H,Luis Ernesto Torres Heredia ,3.00,0.00,3.00,MX/a/2020/001242,30/01/2020,2019,Otorgada ,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
140.00,Auto-Detect Parking Lot Color and Led Reminder in Car Key ,Detección Automatica de Color de Estacionamiento y Recordatorio con LED en Llave de Automovil ,H,Emmanuel Martínez Lopez ,3.00,0.00,3.00,MX/a/2020/001242,30/01/2020,2019,Otorgada ,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
140.00,Auto-Detect Parking Lot Color and Led Reminder in Car Key ,Detección Automatica de Color de Estacionamiento y Recordatorio con LED en Llave de Automovil ,H,Gerardo Urrea Lugo ,3.00,0.00,3.00,MX/a/2020/001242,30/01/2020,2019,Otorgada ,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
141.00,Easy Tire Removal Wrench,Herramienta para Remoción Simple de Neumatico ,H,Oscar Dávila Ramírez ,3.00,0.00,3.00,MX/a/2020/001243,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
141.00,Easy Tire Removal Wrench,Herramienta para Remoción Simple de Neumatico ,H,Emmanuel Martínez Lopez ,3.00,0.00,3.00,MX/a/2020/001243,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
141.00,Easy Tire Removal Wrench,Herramienta para Remoción Simple de Neumatico ,H,José Antonio Vázquez Tovar ,3.00,0.00,3.00,MX/a/2020/001243,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
142.00,Visible Light Communication (VLC) for Headlight Vehicle ,Comunicación de Luz Visible (VLC) Para Faro de Vehiculo ,H,Juan Pedro Garcia Serrano ,3.00,0.00,3.00,MX/a/2020/001244,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
142.00,Visible Light Communication (VLC) for Headlight Vehicle ,Comunicación de Luz Visible (VLC) Para Faro de Vehiculo ,H,Alfonso González Estrada ,3.00,0.00,3.00,MX/a/2020/001244,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
142.00,Visible Light Communication (VLC) for Headlight Vehicle ,Comunicación de Luz Visible (VLC) Para Faro de Vehiculo ,H,Jonathan Ramiro Martínez Galido ,3.00,0.00,3.00,MX/a/2020/001244,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
143.00,Inner Tubes' Tire Pressure Mapping Using Gauges ,Mapeo de Presión de Camara de Aire de Neumatico Utilizando Medidores ,H,Cesar Gerardo Bravo Cornejo ,3.00,0.00,3.00,MX/a/2020/001246,30/01/2020,2019,Otorgada ,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
143.00,Inner Tubes' Tire Pressure Mapping Using Gauges ,Mapeo de Presión de Camara de Aire de Neumatico Utilizando Medidores ,H,Moises Diaz Malagon ,3.00,0.00,3.00,MX/a/2020/001246,30/01/2020,2019,Otorgada ,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
143.00,Inner Tubes' Tire Pressure Mapping Using Gauges ,Mapeo de Presión de Camara de Aire de Neumatico Utilizando Medidores ,H,Rafael Paez López ,3.00,0.00,3.00,MX/a/2020/001246,30/01/2020,2019,Otorgada ,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
144.00,Smart Key FOB Activation,Activación Inteligente de Llavero ,M,Erika Sarahí Badillo Ortiz ,3.00,2.00,1.00,MX/a/2020/001247,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
144.00,Smart Key FOB Activation,Activación Inteligente de Llavero ,M,Maria Fernanda Barrón Casanova ,3.00,2.00,1.00,MX/a/2020/001247,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
144.00,Smart Key FOB Activation,Activación Inteligente de Llavero ,H,Luis Armando Gómez Esparza ,3.00,2.00,1.00,MX/a/2020/001247,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
145.00,Measure and Notice Of Load Distribution ,Medición y Aviso de Distribución de Carga ,H,Rodrigo Castro Camacho ,4.00,0.00,4.00,MX/a/2020/001249,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
145.00,Measure and Notice Of Load Distribution ,Medición y Aviso de Distribución de Carga ,H,Issac Moises González Hernandez ,4.00,0.00,4.00,MX/a/2020/001249,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
145.00,Measure and Notice Of Load Distribution ,Medición y Aviso de Distribución de Carga ,H,Jesús Leonardo León Carmona ,4.00,0.00,4.00,MX/a/2020/001249,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
145.00,Measure and Notice Of Load Distribution ,Medición y Aviso de Distribución de Carga ,H,Alexis Velasco Villeda,4.00,0.00,4.00,MX/a/2020/001249,30/01/2020,2019,Abandonada,69.00,63.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",74.00
146.00,Image Fusion for Parking Spot Detection ,Fusión de Imágenes para la Detección de Lugares de Aparcamiento ,H,Flores Maldonado Rodrigo ,1.00,0.00,1.00,MX/a/2020/013432,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
147.00,Automaticaly Interior Adjustment According to Physiology of Driver,Ajuste Interior Aiutomatico de Vehiculo Según la Fisiologia del Conductor ,H,Huidobro Garcia Victor Hugo ,3.00,1.00,2.00,MX/a/2020/013476,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
147.00,Automaticaly Interior Adjustment According to Physiology of Driver,Ajuste Interior Aiutomatico de Vehiculo Según la Fisiologia del Conductor ,H,Blanco Sandoval Alan Mauricio ,3.00,1.00,2.00,MX/a/2020/013476,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
147.00,Automaticaly Interior Adjustment According to Physiology of Driver,Ajuste Interior Aiutomatico de Vehiculo Según la Fisiologia del Conductor ,M,Jimenez Arthur Marlene Arlette ,3.00,1.00,2.00,MX/a/2020/013476,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
148.00,Smart Preventive Camara for Red Lights ,Camara Inteligente Preventiva para Luz Roja de Semaforos ,M,Barron Casanova Maria Fernanda  ,3.00,1.00,2.00,MX/a/2020/013475,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
148.00,Smart Preventive Camara for Red Lights ,Camara Inteligente Preventiva para Luz Roja de Semaforos ,H,Gomez Esparza Luis Armando ,3.00,1.00,2.00,MX/a/2020/013475,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
148.00,Smart Preventive Camara for Red Lights ,Camara Inteligente Preventiva para Luz Roja de Semaforos ,H,Vazquez Sanchez Fernando ,3.00,1.00,2.00,MX/a/2020/013475,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
149.00,Intelligent Unusual Driving Behavior Recognition System ,Sistema Inteligente para Reconocimiento de Comportamiento de Manejo Inusual ,H,Reynada Lara Luis Esteban,3.00,0.00,3.00,MX/a/2020/013478,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
149.00,Intelligent Unusual Driving Behavior Recognition System ,Sistema Inteligente para Reconocimiento de Comportamiento de Manejo Inusual ,H,Amaya garcia Adalberto ,3.00,0.00,3.00,MX/a/2020/013478,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
149.00,Intelligent Unusual Driving Behavior Recognition System ,Sistema Inteligente para Reconocimiento de Comportamiento de Manejo Inusual ,H,Revuelta Meza Jose Francisco ,3.00,0.00,3.00,MX/a/2020/013478,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
150.00,Alert Sign in Door for Upcoming Objects ,Señalización de Alerta Interior para Obnjetos que se Aproximan ,H,Gonzalez Estrada Alfonso ,3.00,0.00,3.00,MX/a/2020/013477,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
150.00,Alert Sign in Door for Upcoming Objects ,Señalización de Alerta Interior para Obnjetos que se Aproximan ,H,Martinez Galido Jonathan Ramiro ,3.00,0.00,3.00,MX/a/2020/013477,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
150.00,Alert Sign in Door for Upcoming Objects ,Señalización de Alerta Interior para Obnjetos que se Aproximan ,H,Garcia serrano Juan Pedro ,3.00,0.00,3.00,MX/a/2020/013477,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
151.00,"Trajectory Optimization to Avoid Traffic Jams, Focus on Older People and New Drivers ",Optimización de Trayectoria para Evitar Embotellamientos ,H,Martinez Pulido Jose de Jesus ,2.00,0.00,2.00,MX/a/2020/013496,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
151.00,"Trajectory Optimization to Avoid Traffic Jams, Focus on Older People and New Drivers ",Optimización de Trayectoria para Evitar Embotellamientos ,H,Muñiz Serna Ricardo Ivan ,2.00,0.00,2.00,MX/a/2020/013496,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
152.00,Safe Car Parking System for the Prevention of vehicle Thiefs Focused on Foreigners ,Sistema de Estacionamiento Seguro para la Prevención de Robos de Vehiculos ,H,Martinez Pulido Jose de Jesus ,2.00,0.00,2.00,MX/a/2020/013500,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
152.00,Safe Car Parking System for the Prevention of vehicle Thiefs Focused on Foreigners ,Sistema de Estacionamiento Seguro para la Prevención de Robos de Vehiculos ,H,Muñiz Serna Ricardo Ivan ,2.00,0.00,2.00,MX/a/2020/013500,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
153.00,Agile Cruise Control,Control de Crucero Ágil ,H,Villalobos Montiel Adrian Jahaziel ,1.00,0.00,1.00,MX/a/2020/013434,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
154.00,Oil Transmission Indicator,Indicador de Transmisión de Aceite ,H,Sanchez Silva Alan Jesus ,1.00,0.00,1.00,MX/a/2020/013433,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
155.00,Emergency Semiautonomous Vehicle ,Vehiculo Semiautónomo de Emergencia ,H,Gutierrez Guerra José Alfredo ,1.00,0.00,1.00,MX/a/2020/013480,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
156.00,Road Auto Community Information System,Sistema de ifnromación Comunitaria para Auto en Carretera ,M,Quevedo Pillado Sagrario Corina ,2.00,1.00,1.00,MX/a/2020/013435,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
156.00,Road Auto Community Information System,Sistema de ifnromación Comunitaria para Auto en Carretera ,H,Hernandez Soto Alejandro ,2.00,1.00,1.00,MX/a/2020/013435,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
157.00,Trunk Object Detection ,Detección de Objetos en el Maletero ,M,Tejeda Hernandez Iliana Berenice,3.00,1.00,2.00,MX/a/2020/013436,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
157.00,Trunk Object Detection ,Detección de Objetos en el Maletero ,H,Ramirez Christopher Christian ,3.00,1.00,2.00,MX/a/2020/013436,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
157.00,Trunk Object Detection ,Detección de Objetos en el Maletero ,H,Acosta Garcia Francisco Javier ,3.00,1.00,2.00,MX/a/2020/013436,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
158.00,Tractor-Attachment Universal Translator,Traductor Universla de Acoplamiento de Tractor ,H,Velazquez Aguirre José ,2.00,0.00,2.00,MX/a/2020/013479,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
158.00,Tractor-Attachment Universal Translator,Traductor Universla de Acoplamiento de Tractor ,H,Rodriguez Apodaca Hermes Ivan ,2.00,0.00,2.00,MX/a/2020/013479,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
159.00,Emergency Role and Configuration for Autonomous Civilian Vehicles ,Función y Configuración de Emergencia para Vehiculos Civiles Autonomos ,H,Rodriguez Vega Carlos Manuel ,3.00,0.00,3.00,MX/a/2020/013488,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
159.00,Emergency Role and Configuration for Autonomous Civilian Vehicles ,Función y Configuración de Emergencia para Vehiculos Civiles Autonomos ,H,Rocha Hernandez Jose Juan ,3.00,0.00,3.00,MX/a/2020/013488,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
159.00,Emergency Role and Configuration for Autonomous Civilian Vehicles ,Función y Configuración de Emergencia para Vehiculos Civiles Autonomos ,H,Navarez Esparza Kevin Osvaldo ,3.00,0.00,3.00,MX/a/2020/013488,10/12/2020,2020,En revisión,51.00,45.00,6.00,26.00,"$491,700.00","$1,158,300.00",$0.00,"$1,650,000.00",56.00
